skipper.crew.hut	maryann.girl.hut	865
professor.hut	skipper.crew.hut	4836
laser3.copyroom.hut	professor.hut	4374
fileserver.copyroom.hut	fileserver.copyroom.hut	3930
skipper.crew.hut	ginger.girl.hut	3347
fileserver.copyroom.hut	skipper.crew.hut	8466
fileserver.copyroom.hut	ginger.girl.hut	8446
laser3.copyroom.hut	skipper.crew.hut	2084
fileserver.copyroom.hut	fileserver.copyroom.hut	1645
ginger.girl.hut	professor.hut	7247
skipper.crew.hut	fileserver.copyroom.hut	6735
laser3.copyroom.hut	laser3.copyroom.hut	5038
laser3.copyroom.hut	skipper.crew.hut	2009
gilligan.crew.hut	maryann.girl.hut	8155
laser3.copyroom.hut	fileserver.copyroom.hut	3606
skipper.crew.hut	gilligan.crew.hut	2994
fileserver.copyroom.hut	ginger.girl.hut	3603
professor.hut	maryann.girl.hut	876
professor.hut	fileserver.copyroom.hut	6272
maryann.girl.hut	laser3.copyroom.hut	8256
laser3.copyroom.hut	maryann.girl.hut	7192
fileserver.copyroom.hut	gilligan.crew.hut	4257
maryann.girl.hut	laser3.copyroom.hut	4602
skipper.crew.hut	ginger.girl.hut	8081
maryann.girl.hut	ginger.girl.hut	1450
skipper.crew.hut	skipper.crew.hut	1542
maryann.girl.hut	gilligan.crew.hut	7799
fileserver.copyroom.hut	professor.hut	662
skipper.crew.hut	fileserver.copyroom.hut	268
professor.hut	maryann.girl.hut	5064
skipper.crew.hut	ginger.girl.hut	6255
laser3.copyroom.hut	skipper.crew.hut	4092
professor.hut	professor.hut	8967
ginger.girl.hut	fileserver.copyroom.hut	8316
ginger.girl.hut	fileserver.copyroom.hut	682
professor.hut	skipper.crew.hut	3387
skipper.crew.hut	ginger.girl.hut	3069
professor.hut	gilligan.crew.hut	7206
laser3.copyroom.hut	laser3.copyroom.hut	4469
laser3.copyroom.hut	ginger.girl.hut	2693
fileserver.copyroom.hut	laser3.copyroom.hut	7391
gilligan.crew.hut	ginger.girl.hut	1490
ginger.girl.hut	professor.hut	9260
professor.hut	professor.hut	8904
maryann.girl.hut	professor.hut	4552
fileserver.copyroom.hut	professor.hut	1409
maryann.girl.hut	laser3.copyroom.hut	6192
professor.hut	professor.hut	1348
ginger.girl.hut	ginger.girl.hut	3568
fileserver.copyroom.hut	fileserver.copyroom.hut	6839
gilligan.crew.hut	laser3.copyroom.hut	4590
ginger.girl.hut	laser3.copyroom.hut	7241
maryann.girl.hut	skipper.crew.hut	782
maryann.girl.hut	fileserver.copyroom.hut	5984
laser3.copyroom.hut	professor.hut	7849
professor.hut	ginger.girl.hut	8860
professor.hut	ginger.girl.hut	6033
maryann.girl.hut	fileserver.copyroom.hut	5820
fileserver.copyroom.hut	fileserver.copyroom.hut	9697
professor.hut	fileserver.copyroom.hut	209
maryann.girl.hut	professor.hut	7334
gilligan.crew.hut	maryann.girl.hut	6228
fileserver.copyroom.hut	skipper.crew.hut	8124
maryann.girl.hut	gilligan.crew.hut	5177
professor.hut	professor.hut	2345
maryann.girl.hut	fileserver.copyroom.hut	6467
ginger.girl.hut	laser3.copyroom.hut	4365
maryann.girl.hut	professor.hut	7416
maryann.girl.hut	maryann.girl.hut	6307
fileserver.copyroom.hut	gilligan.crew.hut	5316
gilligan.crew.hut	fileserver.copyroom.hut	8999
ginger.girl.hut	ginger.girl.hut	3288
professor.hut	skipper.crew.hut	4639
maryann.girl.hut	maryann.girl.hut	1937
fileserver.copyroom.hut	ginger.girl.hut	250
professor.hut	professor.hut	2150
professor.hut	gilligan.crew.hut	6729
maryann.girl.hut	maryann.girl.hut	1828
maryann.girl.hut	professor.hut	2973
skipper.crew.hut	maryann.girl.hut	4015
ginger.girl.hut	maryann.girl.hut	2349
skipper.crew.hut	gilligan.crew.hut	3104
ginger.girl.hut	fileserver.copyroom.hut	2847
maryann.girl.hut	ginger.girl.hut	9284
fileserver.copyroom.hut	maryann.girl.hut	7152
maryann.girl.hut	fileserver.copyroom.hut	856
ginger.girl.hut	laser3.copyroom.hut	4294
laser3.copyroom.hut	laser3.copyroom.hut	2093
maryann.girl.hut	maryann.girl.hut	1578
professor.hut	fileserver.copyroom.hut	8196
laser3.copyroom.hut	skipper.crew.hut	3463
laser3.copyroom.hut	fileserver.copyroom.hut	1050
maryann.girl.hut	laser3.copyroom.hut	2667
gilligan.crew.hut	laser3.copyroom.hut	9551
professor.hut	fileserver.copyroom.hut	7937
laser3.copyroom.hut	maryann.girl.hut	4269
laser3.copyroom.hut	maryann.girl.hut	9490
skipper.crew.hut	skipper.crew.hut	6287
fileserver.copyroom.hut	laser3.copyroom.hut	1938
gilligan.crew.hut	laser3.copyroom.hut	9952
maryann.girl.hut	maryann.girl.hut	5464
ginger.girl.hut	professor.hut	4135
professor.hut	professor.hut	1824
maryann.girl.hut	professor.hut	7157
skipper.crew.hut	ginger.girl.hut	9438
gilligan.crew.hut	maryann.girl.hut	2421
skipper.crew.hut	professor.hut	9414
gilligan.crew.hut	skipper.crew.hut	1176
gilligan.crew.hut	laser3.copyroom.hut	8381
laser3.copyroom.hut	gilligan.crew.hut	3737
laser3.copyroom.hut	laser3.copyroom.hut	5576
skipper.crew.hut	laser3.copyroom.hut	4243
ginger.girl.hut	maryann.girl.hut	8369
professor.hut	maryann.girl.hut	337
professor.hut	gilligan.crew.hut	9864
professor.hut	maryann.girl.hut	9637
fileserver.copyroom.hut	laser3.copyroom.hut	4645
laser3.copyroom.hut	skipper.crew.hut	6917
fileserver.copyroom.hut	maryann.girl.hut	2726
fileserver.copyroom.hut	gilligan.crew.hut	7856
gilligan.crew.hut	fileserver.copyroom.hut	2228
fileserver.copyroom.hut	maryann.girl.hut	4117
fileserver.copyroom.hut	ginger.girl.hut	9540
fileserver.copyroom.hut	fileserver.copyroom.hut	9290
skipper.crew.hut	ginger.girl.hut	4208
laser3.copyroom.hut	maryann.girl.hut	9444
professor.hut	fileserver.copyroom.hut	2969
professor.hut	skipper.crew.hut	2946
professor.hut	gilligan.crew.hut	7804
fileserver.copyroom.hut	gilligan.crew.hut	2626
fileserver.copyroom.hut	skipper.crew.hut	4804
ginger.girl.hut	maryann.girl.hut	4463
gilligan.crew.hut	maryann.girl.hut	7711
ginger.girl.hut	skipper.crew.hut	6812
maryann.girl.hut	gilligan.crew.hut	6566
fileserver.copyroom.hut	laser3.copyroom.hut	5292
maryann.girl.hut	laser3.copyroom.hut	513
skipper.crew.hut	skipper.crew.hut	349
fileserver.copyroom.hut	gilligan.crew.hut	1103
fileserver.copyroom.hut	gilligan.crew.hut	4835
fileserver.copyroom.hut	professor.hut	3191
gilligan.crew.hut	laser3.copyroom.hut	2024
fileserver.copyroom.hut	ginger.girl.hut	4518
fileserver.copyroom.hut	skipper.crew.hut	7171
ginger.girl.hut	skipper.crew.hut	7179
ginger.girl.hut	professor.hut	5174
professor.hut	fileserver.copyroom.hut	9049
laser3.copyroom.hut	laser3.copyroom.hut	7220
skipper.crew.hut	laser3.copyroom.hut	8137
laser3.copyroom.hut	gilligan.crew.hut	8468
professor.hut	skipper.crew.hut	5567
ginger.girl.hut	maryann.girl.hut	8691
fileserver.copyroom.hut	professor.hut	870
skipper.crew.hut	laser3.copyroom.hut	7735
maryann.girl.hut	gilligan.crew.hut	7719
gilligan.crew.hut	professor.hut	8511
laser3.copyroom.hut	fileserver.copyroom.hut	477
ginger.girl.hut	gilligan.crew.hut	9146
skipper.crew.hut	ginger.girl.hut	4426
fileserver.copyroom.hut	skipper.crew.hut	2745
professor.hut	maryann.girl.hut	1214
professor.hut	skipper.crew.hut	8289
professor.hut	fileserver.copyroom.hut	384
fileserver.copyroom.hut	ginger.girl.hut	5087
professor.hut	ginger.girl.hut	6428
fileserver.copyroom.hut	ginger.girl.hut	7181
laser3.copyroom.hut	maryann.girl.hut	4984
gilligan.crew.hut	laser3.copyroom.hut	6110
maryann.girl.hut	maryann.girl.hut	8522
skipper.crew.hut	skipper.crew.hut	5528
maryann.girl.hut	gilligan.crew.hut	3885
professor.hut	skipper.crew.hut	4535
gilligan.crew.hut	gilligan.crew.hut	998
professor.hut	fileserver.copyroom.hut	8330
ginger.girl.hut	professor.hut	7427
gilligan.crew.hut	maryann.girl.hut	8354
professor.hut	professor.hut	3302
gilligan.crew.hut	laser3.copyroom.hut	7449
gilligan.crew.hut	ginger.girl.hut	9864
gilligan.crew.hut	professor.hut	5865
ginger.girl.hut	ginger.girl.hut	8161
ginger.girl.hut	skipper.crew.hut	4269
laser3.copyroom.hut	fileserver.copyroom.hut	9450
professor.hut	skipper.crew.hut	4106
gilligan.crew.hut	ginger.girl.hut	4510
laser3.copyroom.hut	fileserver.copyroom.hut	7234
ginger.girl.hut	skipper.crew.hut	3925
maryann.girl.hut	fileserver.copyroom.hut	4343
professor.hut	ginger.girl.hut	2436
gilligan.crew.hut	gilligan.crew.hut	5611
professor.hut	professor.hut	8810
laser3.copyroom.hut	maryann.girl.hut	2837
ginger.girl.hut	professor.hut	9998
fileserver.copyroom.hut	fileserver.copyroom.hut	7153
professor.hut	laser3.copyroom.hut	7668
fileserver.copyroom.hut	professor.hut	6724
skipper.crew.hut	skipper.crew.hut	1742
fileserver.copyroom.hut	laser3.copyroom.hut	6025
fileserver.copyroom.hut	laser3.copyroom.hut	7566
laser3.copyroom.hut	fileserver.copyroom.hut	3499
fileserver.copyroom.hut	ginger.girl.hut	1292
skipper.crew.hut	laser3.copyroom.hut	743
maryann.girl.hut	laser3.copyroom.hut	8294
maryann.girl.hut	skipper.crew.hut	2023
laser3.copyroom.hut	maryann.girl.hut	2954
fileserver.copyroom.hut	maryann.girl.hut	3379
professor.hut	skipper.crew.hut	7296
professor.hut	maryann.girl.hut	9350
skipper.crew.hut	skipper.crew.hut	1803
maryann.girl.hut	maryann.girl.hut	7937
laser3.copyroom.hut	ginger.girl.hut	1207
maryann.girl.hut	fileserver.copyroom.hut	2001
laser3.copyroom.hut	maryann.girl.hut	6615
professor.hut	gilligan.crew.hut	615
gilligan.crew.hut	fileserver.copyroom.hut	9578
gilligan.crew.hut	skipper.crew.hut	907
professor.hut	professor.hut	3112
laser3.copyroom.hut	maryann.girl.hut	9417
professor.hut	gilligan.crew.hut	2668
gilligan.crew.hut	fileserver.copyroom.hut	4231
skipper.crew.hut	maryann.girl.hut	5694
skipper.crew.hut	ginger.girl.hut	8024
fileserver.copyroom.hut	professor.hut	6822
laser3.copyroom.hut	skipper.crew.hut	2287
professor.hut	professor.hut	7845
gilligan.crew.hut	skipper.crew.hut	5283
gilligan.crew.hut	skipper.crew.hut	2174
gilligan.crew.hut	laser3.copyroom.hut	9066
laser3.copyroom.hut	professor.hut	5169
laser3.copyroom.hut	fileserver.copyroom.hut	9720
fileserver.copyroom.hut	laser3.copyroom.hut	5408
professor.hut	professor.hut	8173
gilligan.crew.hut	professor.hut	26
gilligan.crew.hut	ginger.girl.hut	9106
maryann.girl.hut	ginger.girl.hut	7737
laser3.copyroom.hut	ginger.girl.hut	9883
skipper.crew.hut	maryann.girl.hut	4531
laser3.copyroom.hut	fileserver.copyroom.hut	434
ginger.girl.hut	professor.hut	5783
ginger.girl.hut	skipper.crew.hut	5383
ginger.girl.hut	laser3.copyroom.hut	4584
ginger.girl.hut	maryann.girl.hut	1606
maryann.girl.hut	ginger.girl.hut	1702
professor.hut	fileserver.copyroom.hut	3782
fileserver.copyroom.hut	gilligan.crew.hut	4083
maryann.girl.hut	professor.hut	4298
ginger.girl.hut	fileserver.copyroom.hut	2874
ginger.girl.hut	ginger.girl.hut	4344
skipper.crew.hut	laser3.copyroom.hut	6930
ginger.girl.hut	fileserver.copyroom.hut	8554
professor.hut	maryann.girl.hut	159
professor.hut	ginger.girl.hut	7392
gilligan.crew.hut	maryann.girl.hut	8071
maryann.girl.hut	maryann.girl.hut	4956
ginger.girl.hut	gilligan.crew.hut	4799
maryann.girl.hut	fileserver.copyroom.hut	1866
maryann.girl.hut	professor.hut	1145
gilligan.crew.hut	laser3.copyroom.hut	5063
gilligan.crew.hut	ginger.girl.hut	5326
professor.hut	ginger.girl.hut	9579
ginger.girl.hut	ginger.girl.hut	3358
laser3.copyroom.hut	maryann.girl.hut	6263
maryann.girl.hut	professor.hut	8386
skipper.crew.hut	gilligan.crew.hut	7359
laser3.copyroom.hut	maryann.girl.hut	1489
fileserver.copyroom.hut	maryann.girl.hut	3148
skipper.crew.hut	professor.hut	7567
ginger.girl.hut	fileserver.copyroom.hut	9711
laser3.copyroom.hut	professor.hut	1392
professor.hut	gilligan.crew.hut	4893
maryann.girl.hut	fileserver.copyroom.hut	6543
skipper.crew.hut	skipper.crew.hut	75
gilligan.crew.hut	ginger.girl.hut	6413
skipper.crew.hut	gilligan.crew.hut	1367
skipper.crew.hut	skipper.crew.hut	1911
ginger.girl.hut	gilligan.crew.hut	6667
skipper.crew.hut	maryann.girl.hut	3758
gilligan.crew.hut	gilligan.crew.hut	450
professor.hut	ginger.girl.hut	4923
ginger.girl.hut	laser3.copyroom.hut	5075
gilligan.crew.hut	maryann.girl.hut	7298
maryann.girl.hut	maryann.girl.hut	4480
laser3.copyroom.hut	fileserver.copyroom.hut	3094
skipper.crew.hut	laser3.copyroom.hut	9975
fileserver.copyroom.hut	maryann.girl.hut	7514
maryann.girl.hut	fileserver.copyroom.hut	5138
professor.hut	ginger.girl.hut	3702
laser3.copyroom.hut	fileserver.copyroom.hut	447
fileserver.copyroom.hut	gilligan.crew.hut	5496
laser3.copyroom.hut	fileserver.copyroom.hut	7331
laser3.copyroom.hut	maryann.girl.hut	3243
professor.hut	fileserver.copyroom.hut	420
laser3.copyroom.hut	ginger.girl.hut	5937
ginger.girl.hut	fileserver.copyroom.hut	3681
maryann.girl.hut	ginger.girl.hut	4613
laser3.copyroom.hut	professor.hut	7799
maryann.girl.hut	professor.hut	1171
maryann.girl.hut	skipper.crew.hut	678
fileserver.copyroom.hut	gilligan.crew.hut	7322
laser3.copyroom.hut	fileserver.copyroom.hut	2998
maryann.girl.hut	skipper.crew.hut	3099
gilligan.crew.hut	gilligan.crew.hut	5009
skipper.crew.hut	maryann.girl.hut	3610
ginger.girl.hut	gilligan.crew.hut	2245
professor.hut	fileserver.copyroom.hut	5670
skipper.crew.hut	laser3.copyroom.hut	7348
fileserver.copyroom.hut	maryann.girl.hut	3451
ginger.girl.hut	skipper.crew.hut	435
laser3.copyroom.hut	fileserver.copyroom.hut	6957
gilligan.crew.hut	skipper.crew.hut	271
gilligan.crew.hut	gilligan.crew.hut	5696
professor.hut	fileserver.copyroom.hut	6959
skipper.crew.hut	maryann.girl.hut	5911
skipper.crew.hut	laser3.copyroom.hut	4961
ginger.girl.hut	maryann.girl.hut	8094
fileserver.copyroom.hut	professor.hut	410
ginger.girl.hut	professor.hut	5358
gilligan.crew.hut	gilligan.crew.hut	6890
gilligan.crew.hut	gilligan.crew.hut	628
fileserver.copyroom.hut	professor.hut	966
maryann.girl.hut	professor.hut	4444
professor.hut	ginger.girl.hut	6522
fileserver.copyroom.hut	ginger.girl.hut	9943
fileserver.copyroom.hut	professor.hut	4312
ginger.girl.hut	professor.hut	2461
fileserver.copyroom.hut	professor.hut	5825
skipper.crew.hut	maryann.girl.hut	6191
maryann.girl.hut	laser3.copyroom.hut	7073
skipper.crew.hut	fileserver.copyroom.hut	2428
gilligan.crew.hut	gilligan.crew.hut	2399
ginger.girl.hut	maryann.girl.hut	1123
laser3.copyroom.hut	professor.hut	9702
maryann.girl.hut	fileserver.copyroom.hut	9679
gilligan.crew.hut	professor.hut	8753
maryann.girl.hut	gilligan.crew.hut	9802
maryann.girl.hut	ginger.girl.hut	9782
laser3.copyroom.hut	professor.hut	4826
laser3.copyroom.hut	laser3.copyroom.hut	6658
gilligan.crew.hut	maryann.girl.hut	36
gilligan.crew.hut	gilligan.crew.hut	2659
ginger.girl.hut	gilligan.crew.hut	5245
professor.hut	ginger.girl.hut	3637
fileserver.copyroom.hut	skipper.crew.hut	9071
ginger.girl.hut	ginger.girl.hut	660
gilligan.crew.hut	professor.hut	7578
professor.hut	gilligan.crew.hut	7308
professor.hut	fileserver.copyroom.hut	6815
laser3.copyroom.hut	professor.hut	9954
skipper.crew.hut	laser3.copyroom.hut	9945
fileserver.copyroom.hut	fileserver.copyroom.hut	1157
ginger.girl.hut	maryann.girl.hut	7873
skipper.crew.hut	fileserver.copyroom.hut	953
ginger.girl.hut	skipper.crew.hut	5450
ginger.girl.hut	professor.hut	3820
skipper.crew.hut	professor.hut	9962
gilligan.crew.hut	skipper.crew.hut	4357
maryann.girl.hut	skipper.crew.hut	3455
maryann.girl.hut	ginger.girl.hut	549
laser3.copyroom.hut	skipper.crew.hut	6242
laser3.copyroom.hut	maryann.girl.hut	8240
professor.hut	maryann.girl.hut	6592
fileserver.copyroom.hut	ginger.girl.hut	6277
ginger.girl.hut	gilligan.crew.hut	1246
skipper.crew.hut	ginger.girl.hut	9518
maryann.girl.hut	ginger.girl.hut	6047
laser3.copyroom.hut	professor.hut	1797
maryann.girl.hut	ginger.girl.hut	181
laser3.copyroom.hut	ginger.girl.hut	5585
ginger.girl.hut	maryann.girl.hut	5645
ginger.girl.hut	fileserver.copyroom.hut	8674
gilligan.crew.hut	laser3.copyroom.hut	5423
ginger.girl.hut	ginger.girl.hut	3611
skipper.crew.hut	skipper.crew.hut	4164
skipper.crew.hut	professor.hut	1593
skipper.crew.hut	maryann.girl.hut	1138
laser3.copyroom.hut	gilligan.crew.hut	8076
fileserver.copyroom.hut	professor.hut	1448
maryann.girl.hut	professor.hut	4254
fileserver.copyroom.hut	professor.hut	1721
gilligan.crew.hut	ginger.girl.hut	3434
professor.hut	fileserver.copyroom.hut	5591
skipper.crew.hut	skipper.crew.hut	3201
maryann.girl.hut	fileserver.copyroom.hut	4528
professor.hut	professor.hut	2637
fileserver.copyroom.hut	maryann.girl.hut	8082
laser3.copyroom.hut	professor.hut	3319
gilligan.crew.hut	fileserver.copyroom.hut	5384
fileserver.copyroom.hut	ginger.girl.hut	2793
skipper.crew.hut	fileserver.copyroom.hut	569
laser3.copyroom.hut	professor.hut	5262
gilligan.crew.hut	maryann.girl.hut	2238
laser3.copyroom.hut	laser3.copyroom.hut	2804
skipper.crew.hut	professor.hut	9070
maryann.girl.hut	ginger.girl.hut	3675
gilligan.crew.hut	ginger.girl.hut	9842
skipper.crew.hut	skipper.crew.hut	844
ginger.girl.hut	maryann.girl.hut	9268
laser3.copyroom.hut	ginger.girl.hut	1647
skipper.crew.hut	gilligan.crew.hut	5544
ginger.girl.hut	laser3.copyroom.hut	581
laser3.copyroom.hut	laser3.copyroom.hut	4116
skipper.crew.hut	gilligan.crew.hut	825
ginger.girl.hut	gilligan.crew.hut	3276
gilligan.crew.hut	laser3.copyroom.hut	7624
professor.hut	skipper.crew.hut	3550
maryann.girl.hut	professor.hut	3729
fileserver.copyroom.hut	professor.hut	2297
laser3.copyroom.hut	maryann.girl.hut	2593
fileserver.copyroom.hut	gilligan.crew.hut	5716
gilligan.crew.hut	professor.hut	9090
laser3.copyroom.hut	maryann.girl.hut	7518
maryann.girl.hut	laser3.copyroom.hut	5186
skipper.crew.hut	skipper.crew.hut	1907
professor.hut	skipper.crew.hut	7909
gilligan.crew.hut	laser3.copyroom.hut	5617
laser3.copyroom.hut	laser3.copyroom.hut	7612
fileserver.copyroom.hut	fileserver.copyroom.hut	9430
skipper.crew.hut	laser3.copyroom.hut	6186
gilligan.crew.hut	fileserver.copyroom.hut	2290
professor.hut	professor.hut	3699
skipper.crew.hut	fileserver.copyroom.hut	827
ginger.girl.hut	laser3.copyroom.hut	4875
professor.hut	gilligan.crew.hut	616
maryann.girl.hut	skipper.crew.hut	6998
skipper.crew.hut	laser3.copyroom.hut	6410
professor.hut	laser3.copyroom.hut	2238
gilligan.crew.hut	laser3.copyroom.hut	3839
professor.hut	laser3.copyroom.hut	2437
ginger.girl.hut	gilligan.crew.hut	3681
professor.hut	skipper.crew.hut	2890
gilligan.crew.hut	ginger.girl.hut	949
professor.hut	laser3.copyroom.hut	8800
maryann.girl.hut	laser3.copyroom.hut	109
gilligan.crew.hut	laser3.copyroom.hut	9891
professor.hut	professor.hut	3948
maryann.girl.hut	fileserver.copyroom.hut	5891
laser3.copyroom.hut	maryann.girl.hut	9469
gilligan.crew.hut	maryann.girl.hut	5437
ginger.girl.hut	laser3.copyroom.hut	8139
laser3.copyroom.hut	professor.hut	144
maryann.girl.hut	ginger.girl.hut	807
ginger.girl.hut	gilligan.crew.hut	5054
skipper.crew.hut	laser3.copyroom.hut	3258
ginger.girl.hut	gilligan.crew.hut	5183
gilligan.crew.hut	fileserver.copyroom.hut	8471
ginger.girl.hut	professor.hut	3746
maryann.girl.hut	professor.hut	3770
laser3.copyroom.hut	fileserver.copyroom.hut	1089
maryann.girl.hut	fileserver.copyroom.hut	1754
maryann.girl.hut	skipper.crew.hut	7841
maryann.girl.hut	skipper.crew.hut	1618
fileserver.copyroom.hut	laser3.copyroom.hut	4648
gilligan.crew.hut	maryann.girl.hut	9983
skipper.crew.hut	ginger.girl.hut	7125
laser3.copyroom.hut	ginger.girl.hut	7683
laser3.copyroom.hut	ginger.girl.hut	6387
ginger.girl.hut	skipper.crew.hut	9342
gilligan.crew.hut	maryann.girl.hut	538
fileserver.copyroom.hut	maryann.girl.hut	7995
fileserver.copyroom.hut	professor.hut	2774
fileserver.copyroom.hut	professor.hut	8873
skipper.crew.hut	maryann.girl.hut	8588
fileserver.copyroom.hut	ginger.girl.hut	4293
gilligan.crew.hut	skipper.crew.hut	9536
professor.hut	laser3.copyroom.hut	6758
laser3.copyroom.hut	gilligan.crew.hut	3805
ginger.girl.hut	ginger.girl.hut	3170
gilligan.crew.hut	fileserver.copyroom.hut	5716
skipper.crew.hut	ginger.girl.hut	2739
maryann.girl.hut	gilligan.crew.hut	51
gilligan.crew.hut	professor.hut	4121
gilligan.crew.hut	ginger.girl.hut	6109
laser3.copyroom.hut	maryann.girl.hut	6033
gilligan.crew.hut	fileserver.copyroom.hut	3982
fileserver.copyroom.hut	gilligan.crew.hut	102
skipper.crew.hut	laser3.copyroom.hut	366
ginger.girl.hut	fileserver.copyroom.hut	9848
skipper.crew.hut	skipper.crew.hut	330
ginger.girl.hut	fileserver.copyroom.hut	8441
maryann.girl.hut	professor.hut	700
ginger.girl.hut	laser3.copyroom.hut	7355
laser3.copyroom.hut	laser3.copyroom.hut	3138
professor.hut	maryann.girl.hut	9434
fileserver.copyroom.hut	laser3.copyroom.hut	2301
professor.hut	ginger.girl.hut	9968
professor.hut	gilligan.crew.hut	281
laser3.copyroom.hut	professor.hut	1804
fileserver.copyroom.hut	ginger.girl.hut	3792
laser3.copyroom.hut	maryann.girl.hut	6810
gilligan.crew.hut	gilligan.crew.hut	9482
laser3.copyroom.hut	fileserver.copyroom.hut	1120
laser3.copyroom.hut	fileserver.copyroom.hut	2094
ginger.girl.hut	maryann.girl.hut	5498
skipper.crew.hut	laser3.copyroom.hut	2797
gilligan.crew.hut	professor.hut	9916
maryann.girl.hut	skipper.crew.hut	1563
laser3.copyroom.hut	gilligan.crew.hut	4570
laser3.copyroom.hut	professor.hut	8965
ginger.girl.hut	skipper.crew.hut	7657
laser3.copyroom.hut	ginger.girl.hut	1204
laser3.copyroom.hut	maryann.girl.hut	9065
maryann.girl.hut	maryann.girl.hut	874
gilligan.crew.hut	professor.hut	9032
gilligan.crew.hut	skipper.crew.hut	3017
fileserver.copyroom.hut	skipper.crew.hut	4730
ginger.girl.hut	professor.hut	9219
fileserver.copyroom.hut	fileserver.copyroom.hut	9748
skipper.crew.hut	ginger.girl.hut	6167
skipper.crew.hut	gilligan.crew.hut	5967
fileserver.copyroom.hut	gilligan.crew.hut	4648
professor.hut	professor.hut	7658
maryann.girl.hut	skipper.crew.hut	4890
gilligan.crew.hut	fileserver.copyroom.hut	5672
professor.hut	skipper.crew.hut	4552
laser3.copyroom.hut	maryann.girl.hut	1623
skipper.crew.hut	skipper.crew.hut	6946
gilligan.crew.hut	maryann.girl.hut	5458
gilligan.crew.hut	gilligan.crew.hut	8231
fileserver.copyroom.hut	laser3.copyroom.hut	1892
maryann.girl.hut	laser3.copyroom.hut	5537
professor.hut	skipper.crew.hut	5959
maryann.girl.hut	laser3.copyroom.hut	5466
fileserver.copyroom.hut	professor.hut	464
laser3.copyroom.hut	maryann.girl.hut	2153
laser3.copyroom.hut	gilligan.crew.hut	3956
maryann.girl.hut	ginger.girl.hut	9226
skipper.crew.hut	gilligan.crew.hut	2250
laser3.copyroom.hut	fileserver.copyroom.hut	4434
maryann.girl.hut	skipper.crew.hut	5264
ginger.girl.hut	ginger.girl.hut	8055
maryann.girl.hut	professor.hut	2631
maryann.girl.hut	laser3.copyroom.hut	402
gilligan.crew.hut	ginger.girl.hut	5768
professor.hut	ginger.girl.hut	8081
fileserver.copyroom.hut	gilligan.crew.hut	2241
skipper.crew.hut	maryann.girl.hut	4079
ginger.girl.hut	skipper.crew.hut	2866
gilligan.crew.hut	gilligan.crew.hut	7775
professor.hut	maryann.girl.hut	8524
professor.hut	gilligan.crew.hut	3228
skipper.crew.hut	skipper.crew.hut	2846
laser3.copyroom.hut	skipper.crew.hut	902
laser3.copyroom.hut	maryann.girl.hut	7321
